State,District,City,Latitude,Longitude,Population,Year,Murder,Attempt_to_Murder,Kidnapping_Abduction,Rape,Assault,Riots,Theft,Burglary,Robbery,Dacoity,Auto_Theft,Cheating_Fraud,Cyber_Crime,Dowry_Deaths,Domestic_Violence,Drug_Offences,Arms_Act_Offences,Total_Estimated_Crimes
Bihar,Siwan,Karsaut,26.1298,84.4825,9230.0,2024,0,0,0,0,1,0,14,3,1,0,3,2,2,0,1,0,0,30
Bihar,Bhojpur,Kasap,25.4702,84.6087,8525.0,2024,0,0,0,0,0,0,11,2,1,0,3,1,1,0,1,0,0,19
Bihar,Purnia,Kasba,25.8564,87.5384,33691.0,2024,0,0,2,1,5,1,51,11,4,1,9,10,6,0,8,3,3,125
Bihar,Saran,Kasba Maker,25.9591,85.0316,18267.0,2024,0,0,1,1,3,0,24,5,2,0,7,5,5,0,4,2,1,64
Bihar,Purba Champaran,Kataha,26.7159,84.9424,9643.0,2024,0,0,0,0,1,0,13,4,2,0,3,2,2,0,1,0,0,28
Bihar,Supaul,Katahra,26.2235,87.0643,8865.0,2024,0,0,0,0,1,0,9,3,1,0,2,2,2,0,1,0,0,25
Bihar,Katihar,Katakos,25.3339,87.6715,20304.0,2024,0,0,1,1,2,0,24,10,4,0,9,4,3,0,3,2,1,62
Bihar,Gopalganj,Katalpur,26.2255,84.7608,10165.0,2024,0,0,0,0,1,0,11,3,2,0,2,3,2,0,1,1,0,27
Bihar,Begusarai,Katarmala,25.5036,86.2447,9843.0,2024,0,0,0,0,1,0,9,4,2,0,2,2,1,0,1,1,0,27
Bihar,Katihar,Katihar,25.53,87.58,240565.0,2024,5,9,20,12,42,6,356,116,38,7,70,93,79,2,76,26,23,952
Bihar,Nalanda,Katridih,25.0829,85.6334,8688.0,2024,0,0,0,0,1,0,12,3,1,0,2,1,1,0,1,0,0,23
Bihar,Banka,Katuria,24.7476,86.7205,9336.0,2024,0,0,0,0,1,0,12,3,2,0,2,2,1,0,1,0,0,24
Bihar,Nawada,Kaua Kol,24.8447,85.8867,13135.0,2024,0,0,0,0,2,0,25,3,1,0,4,4,3,0,2,1,1,45
Bihar,Bhojpur,Kaunra,25.5231,84.5575,9906.0,2024,0,0,0,0,1,0,14,6,1,0,3,2,2,0,2,1,0,37
Bihar,Purba Champaran,Kaurihar,26.965,84.8462,10810.0,2024,0,0,0,0,1,0,16,6,2,0,2,3,2,0,2,1,0,36
Bihar,Siwan,Kauriya,26.1517,84.6948,13842.0,2024,0,0,1,0,2,0,20,4,2,0,6,3,3,0,2,1,1,44
Bihar,Jehanabad,Keal,25.1218,84.6324,14010.0,2024,0,0,0,0,2,0,16,7,2,0,5,3,2,0,2,1,1,44
Bihar,Nalanda,Kenar,25.2916,85.7416,9093.0,2024,0,0,0,0,0,0,16,3,2,0,3,2,1,0,1,0,0,33
Bihar,Patna,Keora,25.4374,85.0726,8850.0,2024,0,0,0,0,1,0,15,3,1,0,2,1,2,0,1,1,0,29
Bihar,Samastipur,Keota,25.644,85.8287,17293.0,2024,0,0,1,0,2,0,25,8,2,0,6,5,4,0,2,1,1,56
Bihar,Samastipur,Kerai,25.751,85.8586,10728.0,2024,0,0,0,0,1,0,11,3,1,0,2,2,2,0,2,1,0,28
Bihar,Aurangabad,Kerap,24.8332,84.614,9452.0,2024,0,0,0,0,1,0,9,3,1,0,2,2,2,0,2,0,0,24
Bihar,Purba Champaran,Kesariya,26.3342,84.8548,13469.0,2024,0,0,0,0,2,0,23,6,2,0,4,3,3,0,2,1,1,50
Bihar,Buxar,Kesath,25.4208,84.2414,16390.0,2024,0,0,1,0,3,0,15,7,2,0,5,2,4,0,2,1,1,49
Bihar,Samastipur,Kewatgawan,25.8012,86.3229,12518.0,2024,0,0,0,0,1,0,18,3,1,0,3,2,3,0,2,1,1,38
Bihar,Khagaria,Khagaria,25.5022,86.4671,59691.0,2024,1,2,3,3,10,2,89,17,14,1,26,21,13,0,13,4,5,246
Bihar,Patna,Khagaul,25.579,85.0456,63763.0,2024,1,2,4,2,11,1,75,39,8,2,22,23,18,0,11,7,3,222
Bihar,Lakhisarai,Khagaur,25.1744,86.1021,8935.0,2024,0,0,0,0,1,0,15,3,1,0,2,2,1,0,2,0,0,28
Bihar,Bhagalpur,Khagra,25.3511,87.0624,12595.0,2024,0,0,0,0,1,0,17,3,2,0,3,3,2,0,2,1,1,36
Bihar,Araria,Khair Khan,26.2727,87.3037,10240.0,2024,0,0,0,0,1,0,12,4,2,0,3,2,2,0,2,1,0,32
Bihar,Araria,Khaira,26.3433,87.1476,15108.0,2024,0,0,1,0,2,0,19,5,2,0,6,4,3,0,2,1,1,54
Bihar,Pashchim Champaran,Khaira Tola,26.8958,84.1403,23011.0,2024,0,0,1,1,2,1,39,8,3,0,8,5,6,0,3,2,1,85
Bihar,Saharsa,Khajuri,25.9144,86.6772,11854.0,2024,0,0,0,0,1,0,16,7,2,0,3,3,2,0,2,1,0,38
Bihar,Jamui,Khandaich,24.8511,86.2395,9292.0,2024,0,0,0,0,1,0,12,5,1,0,2,1,2,0,2,0,0,25
Bihar,Bhojpur,Khangaon,25.5146,84.7528,11456.0,2024,0,0,0,0,2,0,15,3,2,0,4,2,3,0,2,1,0,40
Bihar,Begusarai,Khanjahanpur,25.6055,86.0927,10899.0,2024,0,0,0,0,2,0,12,6,2,0,3,2,1,0,1,1,0,31
Bihar,Samastipur,Khanpur,25.8572,85.933,12066.0,2024,0,0,0,0,1,0,22,6,1,0,4,3,2,0,2,1,1,47
Bihar,Siwan,Khanpur Khairanti,26.1456,84.3334,9424.0,2024,0,0,0,0,1,0,13,4,2,0,4,1,1,0,1,0,0,29
Bihar,Araria,Khapdeh,26.2706,87.1993,9929.0,2024,0,0,0,0,1,0,12,5,2,0,4,2,2,0,2,0,0,33
Bihar,Madhubani,Kharagbani,26.4852,86.3073,9377.0,2024,0,0,0,0,1,0,13,3,1,0,3,1,2,0,1,0,0,28
Bihar,Munger,Kharagpur,25.1245,86.5558,35739.0,2024,0,0,2,1,6,1,53,14,5,1,15,9,7,0,7,2,3,140
Bihar,Banka,Kharahara,24.9142,87.0006,9291.0,2024,0,0,0,0,1,0,10,3,2,0,3,2,2,0,1,0,0,24
Bihar,Bhagalpur,Kharik,25.3679,87.0026,42638.0,2024,0,0,2,1,5,1,73,23,6,0,13,11,10,0,7,5,3,163
Bihar,Saran,Kharika,25.7173,85.1256,9212.0,2024,0,0,0,0,1,0,8,4,1,0,3,2,2,0,1,0,0,26
Bihar,Patna,Khaspur,25.6466,84.9936,9535.0,2024,0,0,0,0,1,0,15,3,1,0,3,1,1,0,2,1,0,30
Bihar,Siwan,Khawaspur,26.2331,84.6388,10355.0,2024,0,0,0,0,1,0,12,3,2,0,3,3,2,0,2,0,0,34
Bihar,Jehanabad,Khem Karan Saray,25.1233,84.8117,8875.0,2024,0,0,0,0,1,0,10,3,1,0,2,2,2,0,2,1,0,25
Bihar,Madhubani,Khirhar,26.5168,85.9618,16642.0,2024,0,0,1,0,2,0,24,7,2,0,4,3,5,0,3,1,1,58
Bihar,Katihar,Khiria,25.6047,87.4578,13209.0,2024,0,0,0,0,2,0,18,3,2,0,6,2,3,0,2,1,0,47
Bihar,Rohtas,Khiriawan,25.112,84.4017,8982.0,2024,0,0,0,0,1,0,14,3,1,0,2,2,2,0,1,0,0,27
Bihar,Purnia,Khokha,25.9741,87.4062,17908.0,2024,0,0,1,0,2,0,25,9,2,0,7,5,4,0,4,1,1,60
Bihar,Araria,Khoragachhi,26.3344,87.5411,8919.0,2024,0,0,0,0,1,0,16,2,1,0,3,1,2,0,2,0,0,31
Bihar,Begusarai,Khundawandpur,25.6689,86.0363,9537.0,2024,0,0,0,0,1,0,11,3,1,0,3,1,1,0,1,0,0,22
Bihar,Purnia,Khunti Dhanaili,25.9376,87.379,16304.0,2024,0,0,0,0,1,0,22,5,3,0,4,4,3,0,3,1,0,50
Bihar,Madhepura,Khuran Milik,25.6,86.8679,9956.0,2024,0,0,0,0,1,0,17,6,2,0,5,2,1,0,2,1,0,38
Bihar,Patna,Khusropur,25.4817,85.3849,16109.0,2024,0,0,0,1,2,0,15,6,2,0,5,5,5,0,3,1,1,55
Bihar,Lakhisarai,Khutaha,25.2645,86.0598,17558.0,2024,0,0,1,0,2,0,19,7,3,0,5,5,4,0,3,1,1,54
Bihar,Madhubani,Khutauna,26.4969,86.3959,16197.0,2024,0,0,1,0,1,0,27,8,3,0,4,4,2,0,2,1,0,57
Bihar,Araria,Khutha Baijnath,26.0268,87.117,8520.0,2024,0,0,0,0,1,0,14,3,1,0,2,1,1,0,1,1,0,28
Bihar,Khagaria,Kingri,25.6326,86.6911,10747.0,2024,0,0,0,0,1,0,17,3,1,0,2,2,2,0,1,1,0,33
Bihar,Vaishali,Kiratpur Rajaram,25.856,85.285,10891.0,2024,0,0,0,0,1,0,13,4,2,0,2,3,2,0,1,0,0,34
Bihar,Uttar Dinajpur,Kishanganj,26.0794,87.9372,105782.0,2024,1,3,4,4,13,6,149,50,17,3,57,25,25,0,28,11,11,439
Bihar,Madhepura,Kishanpur Ratwara,25.4822,86.8511,13862.0,2024,0,0,0,0,1,0,15,5,2,0,5,3,2,0,2,1,1,44
Bihar,Bhagalpur,Kishundaspur,25.3334,87.3318,15874.0,2024,0,0,0,0,2,0,23,4,2,0,6,4,3,0,3,2,1,47
Bihar,Katihar,Kishunpur,25.3272,87.7173,11237.0,2024,0,0,0,0,2,0,14,4,2,0,3,2,1,0,2,1,1,37
Bihar,Patna,Kita Chauhattar,25.677,84.872,34342.0,2024,0,1,1,1,3,1,35,17,6,0,10,11,7,0,4,2,2,95
Bihar,Rohtas,Koath,25.3264,84.2598,20875.0,2024,0,0,1,0,2,0,25,6,3,0,8,6,5,0,5,2,1,77
Bihar,Gaya,Koch,24.9259,84.7724,11035.0,2024,0,0,0,0,2,0,14,4,2,0,4,2,2,0,1,0,0,34
Bihar,Rohtas,Kochas,25.234,83.9215,19803.0,2024,0,0,1,0,2,0,30,12,4,0,9,4,5,0,4,1,1,83
Bihar,Nawada,Kochgawan,25.0431,85.6279,9567.0,2024,0,0,0,0,1,0,13,3,1,0,4,1,2,0,1,0,0,29
Bihar,Bhojpur,Koelwar,25.5805,84.7975,26304.0,2024,0,0,1,1,3,1,41,12,4,0,13,6,4,0,4,3,2,92
Bihar,Khagaria,Koila,25.455,86.771,8594.0,2024,0,0,0,0,1,0,10,3,1,0,2,1,2,0,1,0,0,25
Bihar,Purba Champaran,Koila Belwa,26.3753,84.9986,9090.0,2024,0,0,0,0,1,0,11,3,1,0,2,1,1,0,1,0,0,25
Bihar,Gopalganj,Koila Dewa,26.4079,84.1962,10222.0,2024,0,0,0,0,1,0,13,4,1,0,3,1,1,0,1,0,0,27
Bihar,Madhubani,Koilakh,26.3358,86.201,10904.0,2024,0,0,0,0,2,0,11,5,2,0,2,2,2,0,2,1,1,37
Bihar,Purnia,Koili Simra,25.4714,87.2175,23480.0,2024,0,0,1,0,4,0,31,12,3,0,11,6,6,0,4,2,2,86
Bihar,Gopalganj,Koini,26.4226,84.5147,9781.0,2024,0,0,0,0,1,0,16,3,1,0,4,3,1,0,2,1,0,35
Bihar,Jehanabad,Koiri Bigha,25.2167,85.0667,23037.0,2024,0,0,1,1,4,0,31,10,4,0,9,4,3,0,3,1,2,82
Bihar,Khagaria,Kolwara,25.3538,86.77,14430.0,2024,0,0,1,0,2,0,22,5,2,0,7,4,2,0,2,1,0,54
Bihar,Nalanda,Konand,25.1729,85.6842,11745.0,2024,0,0,0,0,1,0,17,4,1,0,3,3,3,0,2,1,1,43
Bihar,Saran,Kopa,25.8513,84.6308,18080.0,2024,0,0,0,0,3,0,19,6,3,0,8,4,3,0,4,1,1,58
Bihar,Madhubani,Korahia,26.5325,86.1552,11828.0,2024,0,0,0,0,1,0,17,5,2,0,4,3,3,0,3,1,0,45
Bihar,Supaul,Koriapatti,26.1149,86.9905,17538.0,2024,0,0,1,0,2,0,29,6,3,0,5,3,3,0,3,1,1,60
Bihar,Araria,Koskapur,26.0216,87.2279,19930.0,2024,0,0,0,0,3,0,30,10,3,0,9,4,4,0,4,2,1,75
Bihar,Saran,Kothia,25.7612,84.8811,18538.0,2024,0,0,1,1,3,0,32,5,2,0,5,4,4,0,3,1,1,69
Bihar,Madhubani,Kotia,26.275,86.0532,12311.0,2024,0,0,0,0,2,0,20,5,2,0,4,2,2,0,2,1,0,42
Bihar,Saran,Kotwapatti Rampur,25.7153,84.8063,12484.0,2024,0,0,0,0,2,0,13,3,2,0,5,3,2,0,2,1,1,35
Bihar,Gopalganj,Kuchai Kot,26.5559,84.3292,8510.0,2024,0,0,0,0,1,0,7,2,1,0,2,1,1,0,1,0,0,17
Bihar,Bhabua,Kudra,25.0463,83.7926,19265.0,2024,0,0,1,1,3,0,31,10,3,0,9,4,4,0,5,1,1,76
Bihar,Araria,Kujri,26.2392,87.6366,9505.0,2024,0,0,0,0,1,0,9,2,1,0,4,1,2,0,2,0,0,28
Bihar,Purnia,Kukraun,25.6858,87.1638,17276.0,2024,0,0,1,0,2,0,26,7,3,0,4,3,4,0,3,1,1,58
Bihar,Khagaria,Kulharia,25.3382,86.7612,13449.0,2024,0,0,0,0,2,0,19,7,2,0,4,3,2,0,2,1,1,48
Bihar,Madhubani,Kumar Khad,26.5918,86.264,23806.0,2024,0,0,1,0,3,0,34,12,6,0,8,6,6,0,3,2,1,81
Bihar,Katihar,Kumari,25.6564,87.7112,11425.0,2024,0,0,0,0,1,0,16,4,1,0,3,2,2,0,1,1,0,33
Bihar,Katihar,Kumaripur,25.4425,87.6217,14815.0,2024,0,0,1,0,2,0,21,7,2,0,6,4,5,0,3,1,1,53
Bihar,Begusarai,Kumharsan,25.6421,86.1971,11130.0,2024,0,0,0,0,1,0,12,4,1,0,2,2,2,0,2,0,1,29
Bihar,Samastipur,Kundal,25.762,86.2081,16668.0,2024,0,0,0,0,2,0,25,5,2,0,7,2,5,0,4,2,1,59
Bihar,Muzaffarpur,Kurhani,25.9803,85.3374,10589.0,2024,0,0,0,0,1,0,16,3,2,0,3,1,2,0,1,0,0,29
Bihar,Samastipur,Kursaha,25.5588,85.6875,8680.0,2024,0,0,0,0,0,0,10,3,1,0,2,2,2,0,1,1,0,27
Bihar,Pashchim Champaran,Kurwa Mathia,26.8572,84.5058,12793.0,2024,0,0,0,0,1,0,14,4,2,0,4,3,3,0,3,1,1,40
Bihar,Supaul,Kusaha,26.2077,86.9587,14530.0,2024,0,0,0,0,1,0,22,5,1,0,6,4,3,0,3,1,0,54
Bihar,Araria,Kusmaul,26.1911,87.1311,8953.0,2024,0,0,0,0,1,0,11,3,1,0,4,1,2,0,1,0,0,24
Bihar,Sheikhpura,Kusumha,25.1859,85.9234,9725.0,2024,0,0,0,0,1,0,9,3,1,0,3,2,1,0,1,0,0,23
Bihar,Khagaria,Labhgaon,25.5062,86.3899,10165.0,2024,0,0,0,0,1,0,16,3,2,0,3,3,2,0,1,1,0,38
Bihar,Katihar,Lachhmipur,25.5248,87.3667,10688.0,2024,0,0,0,0,2,0,15,4,2,0,4,3,2,0,1,0,0,39
Bihar,Samastipur,Lagunia Raghukanth,25.8195,85.7725,9284.0,2024,0,0,0,0,1,0,13,2,1,0,2,1,2,0,2,1,0,26
Bihar,Samastipur,Lagunia Surajkanth,25.8304,85.7887,14457.0,2024,0,0,0,0,2,0,17,6,2,0,6,4,2,0,3,1,1,46
Bihar,Siwan,Laheji,26.0957,84.4009,9199.0,2024,0,0,0,0,1,0,16,4,1,0,2,2,1,0,2,0,0,31
Bihar,Purba Champaran,Lakhaura,26.7522,84.9647,15164.0,2024,0,0,0,0,1,0,23,6,2,0,3,3,4,0,2,1,1,54
Bihar,Begusarai,Lakhminia,25.4126,86.3253,52328.0,2024,1,1,3,2,7,2,80,17,11,1,22,9,15,0,15,6,4,181
Bihar,Patna,Lakhna,25.4532,85.1431,18667.0,2024,0,0,1,0,2,0,27,9,2,0,6,4,6,0,3,2,1,63
Bihar,Madhubani,Lakhnaur,26.202,86.309,17442.0,2024,0,0,1,0,3,0,22,10,3,0,6,5,3,0,2,2,1,53
Bihar,Begusarai,Lakho,25.4113,86.1792,14493.0,2024,0,0,1,0,1,0,17,4,2,0,5,3,3,0,2,1,1,40
Bihar,Siwan,Lakri,26.2323,84.6933,11647.0,2024,0,0,0,0,1,0,12,3,2,0,3,2,3,0,2,1,0,35
Bihar,Vaishali,Lalganj,25.87,85.18,39432.0,2024,0,0,2,2,5,1,44,15,6,1,11,8,12,0,6,6,3,128
Bihar,Madhubani,Lalmunia Munhara,26.5741,86.4012,10026.0,2024,0,0,0,0,1,0,16,5,2,0,3,3,1,0,1,1,0,33
Bihar,Pashchim Champaran,Lalsaraia,26.7388,84.6607,11073.0,2024,0,0,0,0,1,0,11,6,1,0,4,2,2,0,1,1,0,32
Bihar,Supaul,Latauna,26.0912,86.8809,22968.0,2024,0,0,1,1,5,1,40,12,3,0,7,6,3,0,4,2,2,81
Bihar,Samastipur,Lathasepura,25.8131,85.718,11205.0,2024,0,0,0,0,1,0,16,4,2,0,4,3,2,0,1,1,0,38
Bihar,Madhepura,Laualagaon,25.494,87.0412,18646.0,2024,0,0,1,1,2,0,24,9,2,0,6,5,5,0,2,1,1,59
Bihar,Madhubani,Laukaha,26.55,86.47,17730.0,2024,0,0,0,1,2,0,22,5,3,0,4,4,3,0,2,1,1,50
Bihar,Pashchim Champaran,Laukaria,26.7184,84.4242,11202.0,2024,0,0,0,0,1,0,15,4,1,0,3,3,1,0,1,0,0,33
Bihar,Pashchim Champaran,Lauriya Nandangarh,26.9985,84.4085,12207.0,2024,0,0,0,0,1,0,15,4,2,0,4,3,2,0,1,0,1,37
Bihar,Darbhanga,Leama,26.214,85.998,11553.0,2024,0,0,0,0,1,0,15,3,2,0,3,2,2,0,2,1,0,31
Bihar,Darbhanga,Lehara,26.1515,86.1034,19697.0,2024,0,0,0,1,2,0,31,7,3,0,6,3,4,0,3,1,2,65
Bihar,Gaya,Lodhwe,24.6404,85.2913,18520.0,2024,0,0,1,0,3,0,29,9,2,0,7,4,4,0,2,1,1,60
Bihar,Purba Champaran,Lohiyar Ujain,26.6284,84.7452,12992.0,2024,0,0,0,0,1,0,19,6,2,0,6,2,2,0,2,1,1,49
Bihar,Darbhanga,Lohna,26.2314,86.2095,8556.0,2024,0,0,0,0,1,0,12,3,1,0,3,2,1,0,1,0,0,27
Bihar,Araria,Lolokhur,26.4136,87.4012,8968.0,2024,0,0,0,0,0,0,14,2,1,0,2,2,2,0,2,1,0,28
Bihar,Purba Champaran,Luathaha,26.6316,84.9079,10223.0,2024,0,0,0,0,1,0,11,2,1,0,3,2,1,0,2,0,0,27
Bihar,Lakhisarai,Luckeesarai,25.1678,86.0944,99979.0,2024,2,2,6,3,14,5,185,36,27,3,41,30,17,1,20,8,6,444
Bihar,Samastipur,Lulhaul,25.8787,86.1386,10755.0,2024,0,0,0,0,1,0,13,3,2,0,4,3,2,0,2,0,0,32
Bihar,Araria,Madanpur,26.2103,87.5141,16851.0,2024,0,0,1,0,2,0,27,7,2,0,4,4,4,0,2,1,1,57
Bihar,Madhepura,Madhipura,25.92,86.792,70000.0,2024,1,2,3,3,9,3,114,21,15,1,30,14,16,0,12,7,4,280
Bihar,Siwan,Madhopur,26.34,84.45,11047.0,2024,0,0,0,0,1,0,15,5,1,0,4,2,1,0,2,1,0,37
Bihar,Muzaffarpur,Madhopur Hazari,26.2623,84.8995,10372.0,2024,0,0,0,0,1,0,17,4,2,0,3,2,1,0,1,1,0,39
Bihar,Purba Champaran,Madhuban,26.4386,85.1357,14843.0,2024,0,0,0,0,2,0,16,5,1,0,5,3,3,0,2,1,1,42
Bihar,Purba Champaran,Madhuban Bediban,26.5062,84.9951,9490.0,2024,0,0,0,0,1,0,11,3,1,0,3,2,2,0,2,0,0,26
Bihar,Madhubani,Madhubani,26.3519,86.0719,164156.0,2024,4,3,13,10,26,7,186,61,31,4,78,45,46,1,39,22,17,571
Bihar,Araria,Madhura,26.3388,87.1027,27023.0,2024,0,0,1,1,3,1,33,11,5,0,11,7,4,0,4,3,2,84
Bihar,Darbhanga,Madhurapur,25.9456,85.9759,9015.0,2024,0,0,0,0,1,0,14,4,1,0,3,2,1,0,2,1,0,31
Bihar,Madhubani,Madna,26.3963,86.3884,10923.0,2024,0,0,0,0,1,0,11,4,1,0,2,2,2,0,2,1,0,27
Bihar,Nalanda,Maghra,25.1903,85.4921,10635.0,2024,0,0,0,0,1,0,17,3,2,0,3,2,2,0,2,0,0,35
Bihar,Araria,Mahalgaon,26.0466,87.5774,9357.0,2024,0,0,0,0,1,0,12,4,1,0,2,2,1,0,1,1,0,31
Bihar,Saran,Mahamda,25.8108,84.7874,8970.0,2024,0,0,0,0,1,0,10,3,1,0,2,1,1,0,1,0,0,24
Bihar,Siwan,Maharajgani,26.1075,84.5025,24282.0,2024,0,0,1,1,4,0,30,10,6,0,9,8,5,0,3,3,2,84
Bihar,Khagaria,Mahesh Khunt,25.45,86.6333,16394.0,2024,0,0,0,0,1,0,19,8,3,0,5,3,3,0,2,1,1,51
Bihar,Bhagalpur,Maheshram,25.2874,87.4124,10241.0,2024,0,0,0,0,1,0,17,3,2,0,2,2,2,0,2,1,0,37
Bihar,Madhepura,Maheswa,25.9718,86.855,12757.0,2024,0,0,0,0,1,0,20,5,2,0,6,3,2,0,2,1,0,48
Bihar,Madhubani,Mahinathpur,26.6554,86.0674,9761.0,2024,0,0,0,0,1,0,12,4,1,0,3,2,1,0,1,1,0,26
Bihar,Darbhanga,Mahinawan,26.0208,86.1672,19508.0,2024,0,0,1,0,2,0,19,10,4,0,7,4,3,0,2,1,1,60
Bihar,Vaishali,Mahisanrh,25.7358,85.5818,9859.0,2024,0,0,0,0,1,0,12,2,1,0,4,2,1,0,2,1,1,31
Bihar,Saharsa,Mahisi,25.8544,86.465,19073.0,2024,0,0,1,0,2,0,19,8,3,0,5,4,5,0,2,2,1,60
Bihar,Nalanda,Mahmuda,25.0531,85.2662,10948.0,2024,0,0,0,0,1,0,16,5,1,0,3,2,2,0,2,0,1,36
Bihar,Madhubani,Mahrail,26.2952,86.2763,12529.0,2024,0,0,0,0,1,0,21,4,2,0,4,3,2,0,2,1,1,43
Bihar,Rohtas,Mahraurh,25.2378,84.1017,18000.0,2024,0,0,1,0,3,0,26,9,3,0,4,4,3,0,3,1,1,64
Bihar,Madhubani,Mahtha,26.5988,86.3158,12715.0,2024,0,0,0,0,2,0,19,3,2,0,5,2,3,0,2,1,1,41
Bihar,Samastipur,Mahthi,25.7281,86.0093,23121.0,2024,0,0,1,1,4,0,26,7,3,0,9,7,6,0,4,2,2,81
Bihar,Vaishali,Mahuwa Singhrai,25.8168,85.3853,13622.0,2024,0,0,1,0,1,0,16,4,2,0,5,2,3,0,3,1,0,42
Bihar,Begusarai,Maida Babhangawan,25.4793,86.0669,10582.0,2024,0,0,0,0,1,0,16,4,1,0,3,3,2,0,1,1,0,38
Bihar,Siwan,Mairwa,26.2322,84.1635,24697.0,2024,0,0,1,1,3,0,25,8,5,0,7,7,6,0,6,1,1,68
Bihar,Madhepura,Majarhat,25.9654,86.8126,12738.0,2024,0,0,0,0,2,0,14,4,2,0,3,3,2,0,2,1,0,41
Bihar,Purba Champaran,Majhariya,26.8696,84.8771,9275.0,2024,0,0,0,0,1,0,13,2,1,0,3,1,1,0,2,0,0,28
Bihar,Pashchim Champaran,Majhariya Sheikh,26.7356,84.642,8879.0,2024,0,0,0,0,1,0,10,2,1,0,3,2,2,0,1,0,0,23
Bihar,Begusarai,Majhaul,25.557,86.128,35905.0,2024,0,1,2,2,3,1,47,17,5,1,15,10,7,0,9,4,2,132
Bihar,Muzaffarpur,Majhaulia,25.9635,85.5738,9084.0,2024,0,0,0,0,1,0,13,3,2,0,3,1,1,0,2,1,0,27
Bihar,Araria,Majhua,26.014,87.3018,18590.0,2024,0,0,1,0,2,0,23,7,2,0,8,3,6,0,2,2,1,60
Bihar,Purnia,Majra,25.7131,87.3637,8730.0,2024,0,0,0,0,0,0,8,3,2,0,2,1,1,0,2,0,0,20
Bihar,Supaul,Majurwa,26.1036,86.9193,44214.0,2024,1,1,1,2,6,2,52,23,11,1,21,14,11,0,10,3,4,157
Bihar,Saharsa,Makhar,25.7693,86.6025,9670.0,2024,0,0,0,0,1,0,13,2,1,0,2,2,2,0,2,1,0,29
Bihar,Jehanabad,Makhdumpur,25.072,84.973,31994.0,2024,0,0,2,1,5,1,31,13,4,0,10,12,6,0,4,2,2,109
Bihar,Supaul,Malar,26.2237,86.6909,11860.0,2024,0,0,0,0,2,0,21,4,2,0,5,2,2,0,2,1,1,43
Bihar,Sheikhpura,Maldah,25.174,85.7599,8920.0,2024,0,0,0,0,1,0,14,3,1,0,4,1,1,0,2,0,0,31
Bihar,Jamui,Malepur,24.974,86.2555,13728.0,2024,0,0,0,0,2,0,15,7,2,0,3,2,2,0,2,1,0,36
Bihar,Begusarai,Malhipur,25.4069,86.0234,16291.0,2024,0,0,0,0,1,0,27,9,2,0,6,6,3,0,2,1,1,57
Bihar,Jehanabad,Mali,25.1269,84.7084,10268.0,2024,0,0,0,0,1,0,15,3,1,0,4,2,2,0,2,1,0,35
Bihar,Samastipur,Malinagar,25.9967,85.6863,10075.0,2024,0,0,0,0,1,0,10,4,1,0,3,3,2,0,2,1,0,33
Bihar,Kishanganj,Malingaon,26.356,87.9614,9132.0,2024,0,0,0,0,1,0,12,5,1,0,2,2,1,0,2,1,0,28
Bihar,Madhubani,Malmal,26.4833,86.05,27921.0,2024,0,0,1,1,4,1,42,16,3,0,12,6,5,0,6,3,2,107
Bihar,Darbhanga,Mamobihat,26.1466,86.1747,9969.0,2024,0,0,0,0,1,0,10,4,2,0,2,2,2,0,2,1,0,27
Bihar,Patna,Maner,25.65,84.88,26912.0,2024,0,0,1,1,4,0,29,11,5,0,8,6,6,0,4,2,1,81
Bihar,Pashchim Champaran,Mangalpur Gudaria,26.6513,84.4832,8920.0,2024,0,0,0,0,1,0,7,5,2,0,3,1,2,0,2,0,0,24
Bihar,Supaul,Manganj,26.1388,86.9944,17585.0,2024,0,0,1,0,2,0,21,10,2,0,7,5,5,0,3,1,1,58
Bihar,Araria,Mangarwara,26.0119,87.0854,12129.0,2024,0,0,0,0,1,0,14,4,2,0,5,3,1,0,2,0,1,34
Bihar,Jamui,Mangobandar,24.8162,86.2709,10801.0,2024,0,0,0,0,1,0,16,5,2,0,2,3,1,0,2,1,0,35
Bihar,Madhubani,Mangrauni,26.3479,86.0719,16533.0,2024,0,0,1,0,1,0,17,8,3,0,5,3,3,0,3,1,0,48
Bihar,Rohtas,Mangrawan,25.0929,84.3912,9500.0,2024,0,0,0,0,1,0,8,3,1,0,2,2,2,0,2,1,0,27
Bihar,Katihar,Manihari,25.35,87.63,26629.0,2024,0,0,1,1,5,0,30,13,5,0,9,8,6,0,4,3,1,88
Bihar,Madhepura,Manikpur,25.91,86.821,18110.0,2024,0,0,1,0,2,0,32,7,2,0,7,3,4,0,2,1,1,66
Bihar,Gopalganj,Manjha,26.4061,84.5002,19011.0,2024,0,0,0,0,3,0,24,6,2,0,7,4,4,0,3,2,1,58
Bihar,Saran,Manjhi,25.8384,84.5788,21007.0,2024,0,0,1,0,3,0,28,11,2,0,6,4,5,0,6,2,2,78
Bihar,Madhubani,Manpaur,26.5081,85.9478,11361.0,2024,0,0,0,0,1,0,14,5,1,0,4,2,2,0,2,1,1,38
Bihar,Saran,Manrar,25.8895,85.0643,9666.0,2024,0,0,0,0,1,0,14,2,1,0,3,2,1,0,1,1,0,31
Bihar,Madhubani,Mansapur,26.5262,86.4101,12859.0,2024,0,0,0,0,2,0,19,6,2,0,4,3,3,0,2,1,1,42
